Business Name,Category,City,State/Province,Country,Phone,Contact Name,Notes
"""Arrow Garage Door Service""",Garage Doors,Allentown,Pennsylvania,USA,(610) 294-7534,Greg Kowalski,Angie's List profile.
"""White Mountain Detail Shop""",Auto Detailing,Henderson,Nevada,USA,(702) 597-7592,Tony Garcia,Old Yellow Pages ad.
"""Cedarwood Video Productions""",Videography,Baton Rouge,Louisiana,USA,(337) 901-3151,Glenda Simpson,Farmers market vendor only.
"""Hillside Family Daycare""",Daycare,Macon,Georgia,USA,(762) 687-5398,Nicole Gauthier,Listed on Bark.com only.
"""Borderline Coin Laundry""",Laundromat,Charleston,West Virginia,USA,(681) 295-1662,Luc Joshi,Thumbtack profile only.
"""Southern Handyman Services""",Handyman,Kelowna,British Columbia,Canada,(250) 737-2375,Cindy Morin,Old Yellow Pages ad.
"""Blue Ridge Holistic Health""",Acupuncture,Appleton,Wisconsin,USA,(920) 507-5073,Hong Rogers,Listed on HomeAdvisor only.
"""Olympic Veterinary""",Veterinarian,Columbus,Ohio,USA,(567) 310-9366,Olga Walker,"Old Tripod site, not maintained."
"""Meadowbrook K9 Academy""",Dog Training,Athens,Georgia,USA,(404) 987-9248,Boris Ross,Google Maps listing only.
"""Country Concrete""",Concrete,Burnaby,British Columbia,Canada,(250) 504-6143,Gord Thomas,Yelp + Facebook. No website.
"""Valley View Bicycle Service""",Bicycle Repair,Fort McMurray,Alberta,Canada,(780) 391-4458,Dwight Reddy,Instagram only.
"""South Side Window Cleaning""",Window Cleaning,Camden,New Jersey,USA,(862) 319-1217,Dr. Roy Lafleur,Flyers and referrals.
"""Meadow Academic Tutoring""",Tutoring,Prince George,British Columbia,Canada,(250) 943-8974,Glen Reid,Jane App only. No own website.
"""Sunbelt Income Tax""",Tax Preparation,Austin,Texas,USA,(325) 214-4126,Wayne Foster,Kijiji ads only.
"""Sundance Irrigation""",Irrigation,Yuma,Arizona,USA,(520) 865-4961,Jim Gray,"Old Tripod site, not maintained."
"""Crosstown Power Raking""",Power Raking,Niagara Falls,Ontario,Canada,(519) 222-2908,Liang Boyd,Flyers and referrals.
"""Millcreek Gutter Cleaning""",Gutter Cleaning,Edmonton,Alberta,Canada,(403) 501-7418,Chris Hicks,Yelp listing only.
"""Budget Fix-It Appliances""",Appliance Repair,Fairbanks,Alaska,USA,(907) 237-8987,Earl Murray,No social media. No web.
"""Pinecrest Hot Yoga""",Yoga Studio,Truro,Nova Scotia,Canada,(902) 632-6174,Shirley Sanders,The Knot listed but no own site.
"""Riverside Clean Team""",Cleaning Services,Rochester,New York,USA,(718) 555-8345,Charlene Mitchell,"Old Tripod site, not maintained."
"""Fort Electrical""",Electrician,Lake Charles,Louisiana,USA,(985) 424-6556,Tamara Graham,Google Business profile only.
"""Clearwater Mold & Moisture Control""",Mold Remediation,Coquitlam,British Columbia,Canada,(250) 868-6902,Denis Murray,"Radio ads, no web."
"""Pro Embroidery & Monogram""",Embroidery,Lake Charles,Louisiana,USA,(504) 332-3839,Mei Christensen,Nextdoor referrals only.
"""Brookside Auto Works""",Auto Repair,Steinbach,Manitoba,Canada,(204) 218-6878,Patty Foster,Angie's List profile.
"""Cottage Country Remodeling""",Renovations,Lafayette,Louisiana,USA,(225) 832-4714,Gary Thompson,Kijiji ads only.
"""Millcreek Mobile Kitchen""",Food Truck,Billings,Montana,USA,(406) 354-9444,Omar Wallace,Google Business profile only.
"""Sunset Daycare""",Daycare,Meridian,Idaho,USA,(208) 308-2669,Floyd Henry,The Knot listed but no own site.
"""Budget Lawn Service""",Lawn Care,Halifax,Nova Scotia,Canada,(902) 945-5786,Sandy Peterson,Business card and referrals only.
"""Modern Furniture Repair""",Furniture Repair,Halifax,Nova Scotia,Canada,(902) 325-4307,Cindy Grant,Business card and referrals only.
"""Elite Pet Care""",Pet Sitting,Anchorage,Alaska,USA,(907) 472-7101,Omar Flores,Existing site broken since 2018.
"""Columbia Window World""",Window Installation,Manchester,New Hampshire,USA,(603) 623-7706,Craig Kelly,Local newspaper ads only.
"""Southgate Mold & Moisture Control""",Mold Remediation,Brampton,Ontario,Canada,(416) 934-9476,Tom Porter,Craigslist ads.
"""Grand Window Wash""",Window Cleaning,North Charleston,South Carolina,USA,(803) 876-3473,Dr. Elena Stevens,Listed on Bark.com only.
"""Garden Bug & Rodent Control""",Pest Control,Brantford,Ontario,Canada,(807) 511-6139,Dale Nielsen,Farmers market vendor only.
"""North Shore Air Systems""",HVAC,Raleigh,North Carolina,USA,(743) 757-8244,Debbie Hansen,Farmers market vendor only.
"""Willow Flooring""",Flooring Installation,Charlottesville,Virginia,USA,(540) 599-3064,Dr. Liang Allen,Listed on HomeAdvisor only.
"""Direct Bakery""",Bakery,Durham,North Carolina,USA,(910) 975-3621,Jerome Novak,Google Maps listing only.
"""Pinecrest Roofing & Siding""",Roofing,Oakville,Ontario,Canada,(613) 313-1982,Miguel Foster,Walk-in traffic only.
"""High Desert Well Drilling""",Well Drilling,Halifax,Nova Scotia,Canada,(902) 505-1085,Mark Murray,Local newspaper ads only.
"""Uptown Handyman Services""",Handyman,Bellevue,Nebraska,USA,(531) 786-3293,Nadia Simmons,Phone orders only.
"""Budget Tattoo & Piercing""",Tattoo Parlour,Nashua,New Hampshire,USA,(603) 665-2605,Darnell Chang,Door-to-door flyers.
"""Lakeview Mower Repair""",Lawn Mower Repair,Huntington,West Virginia,USA,(304) 687-4519,Pete Martin,Business card and referrals only.
"""Southern Steam Cleaning""",Carpet Cleaning,Laredo,Texas,USA,(430) 798-9172,Ivan Pelletier,Family-run shop. Facebook only.
"""Sunbelt Animal Hospital""",Veterinarian,Casper,Wyoming,USA,(307) 696-8499,Brent Morgan,Phone book listing.
"""North Shore Small Engine Repair""",Small Engine Repair,Truro,Nova Scotia,Canada,(902) 772-7051,Jennifer Crawford,Kijiji ads only.
"""Cascade Shoe Repair""",Shoe Repair,Spokane,Washington,USA,(509) 356-2929,Luc Kim,Walk-in traffic only.
"""Gold Star Wood Flooring""",Hardwood Flooring,Abilene,Texas,USA,(325) 803-7910,Shirley Davis,Yelp listing only.
"""Dockside Hardwood Floors""",Hardwood Flooring,Durham,North Carolina,USA,(910) 269-1732,Glenda Smith,Existing site broken since 2018.
"""Golden Valley Private Training""",Personal Training,Sherbrooke,Quebec,Canada,(418) 937-3175,Dwight Ford,Phone book listing.
"""Village Nails & Spa""",Nail Salon,Surrey,British Columbia,Canada,(778) 291-7711,Merle Rogers,Phone orders only.
"""Harbour Security & Locks""",Locksmith,Chesapeake,Virginia,USA,(757) 484-2450,Scott Sorensen,Flyers and referrals.
"""Open Range Engine & Equipment Repair""",Small Engine Repair,Conway,Arkansas,USA,(870) 287-4152,Ivan Grant,In business 20+ years. No web presence.
"""Valley View Bakery""",Bakery,Trois-Rivieres,Quebec,Canada,(418) 714-1305,Boris Leblanc,Kijiji ads only.
"""Countryside Music Lessons""",Music Lessons,London,Ontario,Canada,(705) 793-8278,Wei Peterson,No digital presence whatsoever.
"""Prairie Custom Tees""",Screen Printing,Markham,Ontario,Canada,(807) 223-6569,Dr. Dale Patel,"Old Tripod site, not maintained."
"""All Star Windshield Repair""",Auto Glass,Bellevue,Washington,USA,(206) 301-9876,Priya Fisher,Flyers and referrals.
"""Countryside Overhead Doors""",Garage Doors,Topeka,Kansas,USA,(913) 894-3772,Tony Reed,Yelp listing only.
"""Countryside Bookkeeping""",Bookkeeping,Erie,Pennsylvania,USA,(570) 345-7763,Brian Simmons,Facebook check-ins.
"""Cedarwood Well Drilling""",Well Drilling,Waco,Texas,USA,(830) 442-9076,Nicole Bennett,Thumbtack profile only.
"""Horizon Watch Repair""",Watch Repair,Yellowknife,Northwest Territories,Canada,(867) 267-8932,Diego Martin,Google Maps listing only.
"""Active Canine Training""",Dog Training,Lincoln,Nebraska,USA,(308) 981-3057,Olga Patel,Jane App only. No own website.
"""Main Street Meal Prep""",Meal Prep,Seattle,Washington,USA,(253) 582-9854,Norma Peterson,Flyers and referrals.
"""Northland Print Shop""",Printing Services,Manchester,New Hampshire,USA,(603) 835-5739,Dr. Natasha Hicks,Referrals and repeat customers only.
"""Atlas Auto Body Works""",Auto Body,Huntsville,Alabama,USA,(334) 559-4485,Roberto Sharma,Yelp + Facebook. No website.
"""Forest Power Raking""",Power Raking,Sydney,Nova Scotia,Canada,(902) 507-2469,Rosa Jarvinen,No social media. No web.
"""Coastal Home Security""",Security Systems,Evansville,Indiana,USA,(260) 825-9270,Natasha Patterson,Facebook check-ins.
"""Ridgecrest Floor Installation""",Flooring Installation,Rapid City,South Dakota,USA,(605) 549-4450,Dwight Powell,Local newspaper ads only.
"""Active Wash & Fold""",Laundromat,Scranton,Pennsylvania,USA,(814) 687-1070,Brenda Grant,Facebook page only.
"""Lakeview Elder Care Services""",Senior Home Care,Rockville,Maryland,USA,(240) 751-1507,Glenda Gibson,Chamber of Commerce directory only.
"""High Desert Fish Tank Maintenance""",Aquarium Service,South Bend,Indiana,USA,(812) 913-1138,Pierre Harrison,Kijiji ads only.
"""Crown Holistic Health""",Acupuncture,Laredo,Texas,USA,(956) 487-6862,John Watson,Nextdoor referrals only.
"""Timberline Pressure Washing""",Pressure Washing,Dayton,Ohio,USA,(216) 487-9074,Amber Morin,Google Business profile only.
"""Crystal Oil Change""",Oil Change,Anchorage,Alaska,USA,(907) 374-4174,Wayne Carter,Chamber of Commerce directory only.
"""South Side Screen Repair""",Phone Repair,Quebec City,Quebec,Canada,(438) 963-2065,Dr. Dmitri Bailey,Phone book listing.
"""Eagle Ridge Water Well Service""",Well Drilling,Gatineau,Quebec,Canada,(819) 829-5143,Dr. Ana Andersen,The Knot listed but no own site.
"""A-1 Floor Installation""",Flooring Installation,Fort McMurray,Alberta,Canada,(780) 480-2994,Jeff Griffin,Listed on HomeAdvisor only.
"""Highland Acupuncture & Wellness""",Acupuncture,Fredericton,New Brunswick,Canada,(506) 630-9723,Scott Hamalainen,Business card and referrals only.
"""Ironwood Tile & Stone""",Tile Installation,Tuscaloosa,Alabama,USA,(205) 955-4696,Ahmed Hall,"Old Tripod site, not maintained."
"""Crystal Carpet Care""",Carpet Cleaning,Concord,New Hampshire,USA,(603) 228-8863,Dr. Hassan Bryant,"Old Tripod site, not maintained."
"""Pinecrest T-Shirt Printing""",Screen Printing,Conway,Arkansas,USA,(501) 444-6583,Ahmed Ross,Yelp listing only.
"""North Hydroseeding""",Hydroseeding,Cranston,Rhode Island,USA,(401) 840-8314,Greg Sharma,Yelp + Facebook. No website.
"""Atlas Fencing""",Fencing,Cape Coral,Florida,USA,(321) 330-2015,Gilles Alexander,Business card and referrals only.
"""Precision Bug & Rodent Control""",Pest Control,Akron,Ohio,USA,(567) 253-5831,Dan Baker,Phone orders only.
"""Prime Pet Lodge""",Boarding Kennel,Macon,Georgia,USA,(229) 664-7290,Amber Sharma,Local newspaper ads only.
"""Prime Signage""",Sign Making,Madison,Wisconsin,USA,(920) 226-8439,Brad Ford,Listed on HomeAdvisor only.
"""Crown Appliance Repair""",Appliance Repair,Whitehorse,Yukon,Canada,(867) 807-4172,Tim Brown,Listed on Bark.com only.
"""Excel Deck Builders""",Deck Building,Dartmouth,Nova Scotia,Canada,(902) 390-4983,Craig Cote,Phone book listing.
"""Atlas Embroidery & Monogram""",Embroidery,Colorado Springs,Colorado,USA,(720) 518-9866,Xiao Chang,Door-to-door flyers.
"""Golden Valley Spray Foam""",Insulation,Langley,British Columbia,Canada,(604) 730-3369,Omar Washington,Yelp listing only.
"""Old Mill Moving""",Moving,Halifax,Nova Scotia,Canada,(902) 855-4297,Troy Graham,Craigslist ads.
"""Silver Creek Home Repair""",Handyman,Lansing,Michigan,USA,(906) 779-6499,Blake Sharma,In business 20+ years. No web presence.
"""Green Valley Cabinetry""",Cabinet Making,Bellingham,Washington,USA,(206) 707-4594,Tim Crawford,Facebook page only.
"""Suncoast Photography""",Photography,Billings,Montana,USA,(406) 952-6431,Blake Reddy,Phone orders only.
"""Crossroads Quick Lube""",Oil Change,Newport News,Virginia,USA,(276) 768-2887,Dr. Jacques Williams,Door-to-door flyers.
"""Crown Metal Works""",Welding,Casper,Wyoming,USA,(307) 403-4241,Dr. Sasha Cole,Old Yellow Pages ad.
"""Family Auto Detailing""",Auto Detailing,Columbia,Missouri,USA,(417) 222-3884,Sara Novak,Angie's List profile.
"""Southern Painting Co.""",Painting,Fort Smith,Arkansas,USA,(479) 546-4444,Yves Stewart,Jane App only. No own website.
"""Hillside Chiro & Wellness""",Chiropractic,Henderson,Nevada,USA,(775) 644-2071,Teresa Bergeron,Kijiji ads only.
"""Crosstown Insulation""",Insulation,Bloomington,Indiana,USA,(317) 813-8037,DeShawn Reynolds,Family-run shop. Facebook only.
"""Westcoast Hauling & Disposal""",Junk Removal,Pueblo,Colorado,USA,(720) 453-1872,Malik Butler,Family-run shop. Facebook only.
"""Champion Signage""",Sign Making,Raleigh,North Carolina,USA,(336) 681-2062,Sasha Gauthier,Flyers and referrals.
"""Valley Salon & Spa""",Hair Salon,Burlington,Vermont,USA,(802) 383-6272,Jerome Owens,Walk-in traffic only.
"""Timberline Sun Studio""",Tanning Salon,Vernon,British Columbia,Canada,(250) 797-1599,Charlene Perry,Yard signs only.
"""Maple Muffler & Exhaust""",Muffler Shop,Rochester,Minnesota,USA,(612) 785-3575,Wayne James,Walk-in traffic only.
"""Blue Sky Septic""",Septic Services,Sudbury,Ontario,Canada,(905) 435-1674,Frank Butler,Local newspaper ads only.
"""Lighthouse Hair Studio""",Hair Salon,Charleston,South Carolina,USA,(864) 524-5473,Blake Simpson,Phone orders only.
"""Magnolia Roofing Co.""",Roofing,Lowell,Massachusetts,USA,(351) 501-9220,Dr. Rico Grant,Thumbtack profile only.
"""Woodland Bakehouse""",Bakery,Port St. Lucie,Florida,USA,(850) 239-9946,Crystal Green,Nextdoor referrals only.
"""South Side Appliance Service""",Appliance Repair,Livonia,Michigan,USA,(947) 481-4123,Jorge Foster,Google Business profile only.
"""Express Masonry""",Masonry,Ottawa,Ontario,Canada,(807) 613-7647,Hong Hughes,Yelp + Facebook. No website.
"""Mid-Town Watch Repair""",Watch Repair,Tucson,Arizona,USA,(520) 685-4829,Wayne Kelly,Listed on HomeAdvisor only.
"""Valley View Dry Cleaners""",Dry Cleaning,Thunder Bay,Ontario,Canada,(905) 392-8025,Cody Hamilton,Existing site broken since 2018.
"""Maple Oil Change""",Oil Change,Cheyenne,Wyoming,USA,(307) 512-1158,Tom Owens,"Lettered truck, no site."
"""Harbour Screen Printing""",Screen Printing,Houston,Texas,USA,(682) 981-9808,Craig Wells,Jane App only. No own website.
"""All Season Reupholstering""",Upholstery,Whitehorse,Yukon,Canada,(867) 781-7404,Gary Collins,Phone orders only.
"""Bay Area Oil Change""",Oil Change,Virginia Beach,Virginia,USA,(540) 783-8397,Rene Cox,Family-run shop. Facebook only.
"""Cornerstone Cabinetry""",Cabinet Making,Savannah,Georgia,USA,(770) 227-4058,Dr. Olga Rivera,Nextdoor referrals only.
"""Forest Cleaning Co.""",Cleaning Services,Sandy,Utah,USA,(385) 665-1941,Amber Washington,Walk-in traffic only.
"""Cornerstone Tattoo & Piercing""",Tattoo Parlour,Flagstaff,Arizona,USA,(480) 332-9789,Lance Gibson,Existing site broken since 2018.
"""Iron Personal Training""",Personal Training,Orlando,Florida,USA,(954) 362-6084,Donna Peterson,Yelp + Facebook. No website.
"""Timberline Tires & Wheels""",Tire Shop,Corner Brook,Newfoundland,Canada,(709) 656-2048,Travis Long,No social media. No web.
"""North Country Cobbler""",Shoe Repair,Nashua,New Hampshire,USA,(603) 954-2492,Boris Gauthier,Old Yellow Pages ad.
"""Heritage Event Video""",Videography,Airdrie,Alberta,Canada,(403) 625-5081,Hong Gibson,Instagram only.
"""Meadow Tax Prep""",Tax Preparation,Kenosha,Wisconsin,USA,(608) 915-1715,Diana Olsen,HomeStars profile only.
"""Flagship Flooring Solutions""",Flooring Installation,Metairie,Louisiana,USA,(225) 914-4559,Malik Washington,"Lettered truck, no site."
"""Central Canine Training""",Dog Training,Timmins,Ontario,Canada,(807) 533-7719,Larry Baker,Business card and referrals only.
"""Diamond Auto Body""",Auto Body,Jersey City,New Jersey,USA,(908) 590-6630,Dr. Cody Miller,No social media. No web.
"""Keystone Mold Remediation""",Mold Remediation,Dearborn,Michigan,USA,(269) 534-8606,John Ross,"Lettered truck, no site."
"""Blue Sky Acupuncture & Wellness""",Acupuncture,Tampa,Florida,USA,(386) 682-5573,Jose Virtanen,Flyers and referrals.
"""Prairie Auto Body""",Auto Body,Peoria,Arizona,USA,(623) 372-2271,Angela Butler,Chamber of Commerce directory only.
"""Southern Furniture Restoration""",Furniture Repair,Flagstaff,Arizona,USA,(520) 931-1564,Cindy Tucker,Houzz profile. No own website.
"""Sundance Transmission""",Transmission Repair,Calgary,Alberta,Canada,(587) 305-7399,Marcus Fraser,Jane App only. No own website.
"""Plateau Aquarium Service""",Aquarium Service,Boulder,Colorado,USA,(719) 583-4908,Mark Reynolds,Nextdoor referrals only.
"""Lakefront Pressure Washing""",Pressure Washing,Yuma,Arizona,USA,(480) 425-2582,Bob Ford,Chamber of Commerce directory only.
"""Anchor Auto Body Works""",Auto Body,Bangor,Maine,USA,(207) 775-4105,Darius Nelson,In business 20+ years. No web presence.
"""Keystone Oil & Filter""",Oil Change,Oshawa,Ontario,Canada,(905) 531-3844,Sandy Sanders,Facebook page only.
"""Action Pet Lodge""",Boarding Kennel,Salem,Oregon,USA,(541) 865-7045,Jennifer Henry,Word-of-mouth only.
"""Lakeview Cleaning Services""",Cleaning Services,Springfield,Missouri,USA,(660) 375-5127,Betty Baker,Yellow Pages listing.
"""Quick Wash & Fold""",Laundromat,Erie,Pennsylvania,USA,(272) 540-3872,Denis Andersen,Family-run shop. Facebook only.
"""Silver Creek Furniture Restoration""",Furniture Repair,Gresham,Oregon,USA,(971) 591-9372,Dr. Paul Myers,Family-run shop. Facebook only.
"""Mountain Screen Repair""",Phone Repair,Lincoln,Nebraska,USA,(308) 516-4873,Dr. Bob Sanders,"Old Tripod site, not maintained."
"""Prime Watch Repair""",Watch Repair,Sparks,Nevada,USA,(725) 406-3484,Kevin Collins,Phone orders only.
"""Eastern Oil Change""",Oil Change,Santa Rosa,California,USA,(310) 484-6202,Clyde Jarvinen,Referrals and repeat customers only.
"""North Print Shop""",Printing Services,Oxnard,California,USA,(760) 539-6615,Ying Miller,HomeStars profile only.
"""Apex Oil Change""",Oil Change,Oakville,Ontario,Canada,(647) 822-7250,Luis Jensen,Listed on HomeAdvisor only.
"""Magnolia Reupholstering""",Upholstery,Grand Rapids,Michigan,USA,(248) 397-1853,Dave Thompson,Family-run shop. Facebook only.
"""Champion Insulation""",Insulation,Duluth,Minnesota,USA,(952) 409-4871,Carmen Shah,Thumbtack profile only.
"""Township Window Wash""",Window Cleaning,Milwaukee,Wisconsin,USA,(414) 634-3890,Xiao Bell,Google Business profile only.
"""Fort Rubbish Removal""",Junk Removal,Dayton,Ohio,USA,(513) 281-6891,Nicole Powell,No social media. No web.
"""Mid-Town Stucco Finishing""",Stucco,Bangor,Maine,USA,(207) 978-3553,Troy Girard,"Radio ads, no web."
"""Lighthouse Electric""",Electrician,Provo,Utah,USA,(801) 944-3878,Hong Singh,Angie's List profile.
"""Golden Stucco Finishing""",Stucco,Kelowna,British Columbia,Canada,(778) 273-6459,Mei Reynolds,Phone book listing.
"""Crystal Mower Repair""",Lawn Mower Repair,Langley,British Columbia,Canada,(250) 947-7131,Dr. Sofia Johnson,"Lettered truck, no site."
